Date,Date Epoch,Avg temp C,Avg temp F,Max temp C,Max temp F,Max wind kph,Max wind mph,Min temp C,Min temp F,Total precip,Weather condition
2023-10-05,1696464000,26.9,80.5,28.3,82.9,15.5,9.6,25.6,78.1,0.02,Patchy rain possible
